date,air_pollution_Delhi,N95_mask,air_purifier,breathing_problem,AQI_Delhi
2018-04-26,0,0,5,52,2
2018-04-27,0,0,5,52,2
2018-04-28,0,0,5,52,2
2018-04-29,4,0,4,0,2
2018-04-30,4,0,4,0,2
2018-05-01,4,0,4,0,2
2018-05-02,4,0,4,0,2
2018-05-03,4,0,4,0,2
2018-05-04,4,0,4,0,2
2018-05-05,4,0,4,0,2
2018-05-06,4,0,4,58,2
2018-05-07,4,0,4,58,2
2018-05-08,4,0,4,58,2
2018-05-09,4,0,4,58,2
2018-05-10,4,0,4,58,2
2018-05-11,4,0,4,58,2
2018-05-12,4,0,4,58,2
2018-05-13,4,0,4,44,2
2018-05-14,4,0,4,44,2
2018-05-15,4,0,4,44,2
2018-05-16,4,0,4,44,2
2018-05-17,4,0,4,44,2
2018-05-18,4,0,4,44,2
2018-05-19,4,0,4,44,2
2018-05-20,7,0,4,0,2
2018-05-21,7,0,4,0,2
2018-05-22,7,0,4,0,2
2018-05-23,7,0,4,0,2
2018-05-24,7,0,4,0,2
2018-05-25,7,0,4,0,2
2018-05-26,7,0,4,0,2
2018-05-27,5,0,3,0,2
2018-05-28,5,0,3,0,2
2018-05-29,5,0,3,0,2
2018-05-30,5,0,3,0,2
2018-05-31,5,0,3,0,2
2018-06-01,5,0,3,0,2
2018-06-02,5,0,3,0,2
2018-06-03,5,0,4,61,1
2018-06-04,5,0,4,61,1
2018-06-05,5,0,4,61,1
2018-06-06,5,0,4,61,1
2018-06-07,5,0,4,61,1
2018-06-08,5,0,4,61,1
2018-06-09,5,0,4,61,1
2018-06-10,17,0,7,55,10
2018-06-11,17,0,7,55,10
2018-06-12,17,0,7,55,10
2018-06-13,17,0,7,55,10
2018-06-14,17,0,7,55,10
2018-06-15,17,0,7,55,10
2018-06-16,17,0,7,55,10
2018-06-17,6,0,5,63,3
2018-06-18,6,0,5,63,3
2018-06-19,6,0,5,63,3
2018-06-20,6,0,5,63,3
2018-06-21,6,0,5,63,3
2018-06-22,6,0,5,63,3
2018-06-23,6,0,5,63,3
2018-06-24,7,0,4,0,4
2018-06-25,7,0,4,0,4
2018-06-26,7,0,4,0,4
2018-06-27,7,0,4,0,4
2018-06-28,7,0,4,0,4
2018-06-29,7,0,4,0,4
2018-06-30,7,0,4,0,4
2018-07-01,5,0,4,86,2
2018-07-02,5,0,4,86,2
2018-07-03,5,0,4,86,2
2018-07-04,5,0,4,86,2
2018-07-05,5,0,4,86,2
2018-07-06,5,0,4,86,2
2018-07-07,5,0,4,86,2
2018-07-08,4,0,5,0,0
2018-07-09,4,0,5,0,0
2018-07-10,4,0,5,0,0
2018-07-11,4,0,5,0,0
2018-07-12,4,0,5,0,0
2018-07-13,4,0,5,0,0
2018-07-14,4,0,5,0,0
2018-07-15,3,0,5,0,2
2018-07-16,3,0,5,0,2
2018-07-17,3,0,5,0,2
2018-07-18,3,0,5,0,2
2018-07-19,3,0,5,0,2
2018-07-20,3,0,5,0,2
2018-07-21,3,0,5,0,2
2018-07-22,0,0,3,100,2
2018-07-23,0,0,3,100,2
2018-07-24,0,0,3,100,2
2018-07-25,0,0,3,100,2
2018-07-26,0,0,3,100,2
2018-07-27,0,0,3,100,2
2018-07-28,0,0,3,100,2
2018-07-29,2,0,4,0,2
2018-07-30,2,0,4,0,2
2018-07-31,2,0,4,0,2
2018-08-01,2,0,4,0,2
2018-08-02,2,0,4,0,2
2018-08-03,2,0,4,0,2
2018-08-04,2,0,4,0,2
2018-08-05,4,0,3,0,1
2018-08-06,4,0,3,0,1
2018-08-07,4,0,3,0,1
2018-08-08,4,0,3,0,1
2018-08-09,4,0,3,0,1
2018-08-10,4,0,3,0,1
2018-08-11,4,0,3,0,1
2018-08-12,0,0,2,0,0
2018-08-13,0,0,2,0,0
2018-08-14,0,0,2,0,0
2018-08-15,0,0,2,0,0
2018-08-16,0,0,2,0,0
2018-08-17,0,0,2,0,0
2018-08-18,0,0,2,0,0
2018-08-19,3,0,4,56,1
2018-08-20,3,0,4,56,1
2018-08-21,3,0,4,56,1
2018-08-22,3,0,4,56,1
2018-08-23,3,0,4,56,1
2018-08-24,3,0,4,56,1
2018-08-25,3,0,4,56,1
2018-08-26,4,0,4,0,2
2018-08-27,4,0,4,0,2
2018-08-28,4,0,4,0,2
2018-08-29,4,0,4,0,2
2018-08-30,4,0,4,0,2
2018-08-31,4,0,4,0,2
2018-09-01,4,0,4,0,2
2018-09-02,4,0,4,0,1
2018-09-03,4,0,4,0,1
2018-09-04,4,0,4,0,1
2018-09-05,4,0,4,0,1
2018-09-06,4,0,4,0,1
2018-09-07,4,0,4,0,1
2018-09-08,4,0,4,0,1
2018-09-09,4,0,4,0,1
2018-09-10,4,0,4,0,1
2018-09-11,4,0,4,0,1
2018-09-12,4,0,4,0,1
2018-09-13,4,0,4,0,1
2018-09-14,4,0,4,0,1
2018-09-15,4,0,4,0,1
2018-09-16,0,0,4,47,0
2018-09-17,0,0,4,47,0
2018-09-18,0,0,4,47,0
2018-09-19,0,0,4,47,0
2018-09-20,0,0,4,47,0
2018-09-21,0,0,4,47,0
2018-09-22,0,0,4,47,0
2018-09-23,4,0,6,0,0
2018-09-24,4,0,6,0,0
2018-09-25,4,0,6,0,0
2018-09-26,4,0,6,0,0
2018-09-27,4,0,6,0,0
2018-09-28,4,0,6,0,0
2018-09-29,4,0,6,0,0
2018-09-30,7,0,6,67,1
2018-10-01,7,0,6,67,1
2018-10-02,7,0,6,67,1
2018-10-03,7,0,6,67,1
2018-10-04,7,0,6,67,1
2018-10-05,7,0,6,67,1
2018-10-06,7,0,6,67,1
2018-10-07,7,0,11,0,4
2018-10-08,7,0,11,0,4
2018-10-09,7,0,11,0,4
2018-10-10,7,0,11,0,4
2018-10-11,7,0,11,0,4
2018-10-12,7,0,11,0,4
2018-10-13,7,0,11,0,4
2018-10-14,15,0,16,67,9
2018-10-15,15,0,16,67,9
2018-10-16,15,0,16,67,9
2018-10-17,15,0,16,67,9
2018-10-18,15,0,16,67,9
2018-10-19,15,0,16,67,9
2018-10-20,15,0,16,67,9
2018-10-21,18,16,25,51,11
2018-10-22,18,16,25,51,11
2018-10-23,18,16,25,51,11
2018-10-24,18,16,25,51,11
2018-10-25,18,16,25,51,11
2018-10-26,18,16,25,51,11
2018-10-27,18,16,25,51,11
2018-10-28,48,69,56,59,25
2018-10-29,48,69,56,59,25
2018-10-30,48,69,56,59,25
2018-10-31,48,69,56,59,25
2018-11-01,48,69,56,59,25
2018-11-02,48,69,56,59,25
2018-11-03,48,69,56,59,25
2018-11-04,100,100,100,0,100
2018-11-05,100,100,100,0,100
2018-11-06,100,100,100,0,100
2018-11-07,100,100,100,0,100
2018-11-08,100,100,100,0,100
2018-11-09,100,100,100,0,100
2018-11-10,100,100,100,0,100
2018-11-11,56,74,58,0,70
2018-11-12,56,74,58,0,70
2018-11-13,56,74,58,0,70
2018-11-14,56,74,58,0,70
2018-11-15,56,74,58,0,70
2018-11-16,56,74,58,0,70
2018-11-17,56,74,58,0,70
2018-11-18,23,21,27,0,25
2018-11-19,23,21,27,0,25
2018-11-20,23,21,27,0,25
2018-11-21,23,21,27,0,25
2018-11-22,23,21,27,0,25
2018-11-23,23,21,27,0,25
2018-11-24,23,21,27,0,25
2018-11-25,20,0,26,50,17
2018-11-26,20,0,26,50,17
2018-11-27,20,0,26,50,17
2018-11-28,20,0,26,50,17
2018-11-29,20,0,26,50,17
2018-11-30,20,0,26,50,17
2018-12-01,20,0,26,50,17
2018-12-02,13,0,18,0,14
2018-12-03,13,0,18,0,14
2018-12-04,13,0,18,0,14
2018-12-05,13,0,18,0,14
2018-12-06,13,0,18,0,14
2018-12-07,13,0,18,0,14
2018-12-08,13,0,18,0,14
2018-12-09,11,17,16,0,13
2018-12-10,11,17,16,0,13
2018-12-11,11,17,16,0,13
2018-12-12,11,17,16,0,13
2018-12-13,11,17,16,0,13
2018-12-14,11,17,16,0,13
2018-12-15,11,17,16,0,13
2018-12-16,9,0,14,56,12
2018-12-17,9,0,14,56,12
2018-12-18,9,0,14,56,12
2018-12-19,9,0,14,56,12
2018-12-20,9,0,14,56,12
2018-12-21,9,0,14,56,12
2018-12-22,9,0,14,56,12
2018-12-23,19,0,17,51,17
2018-12-24,19,0,17,51,17
2018-12-25,19,0,17,51,17
2018-12-26,19,0,17,51,17
2018-12-27,19,0,17,51,17
2018-12-28,19,0,17,51,17
2018-12-29,19,0,17,51,17
2018-12-30,13,12,14,0,13
2018-12-31,13,12,14,0,13
2019-01-01,13,12,14,0,13
2019-01-02,13,12,14,0,13
2019-01-03,13,12,14,0,13
2019-01-04,13,12,14,0,13
2019-01-05,13,12,14,0,13
2019-01-06,5,0,6,0,2
2019-01-07,5,0,6,0,2
2019-01-08,5,0,6,0,2
2019-01-09,5,0,6,0,2
2019-01-10,5,0,6,0,2
2019-01-11,5,0,6,0,2
2019-01-12,5,0,6,0,2
2019-01-13,3,0,6,0,2
2019-01-14,3,0,6,0,2
2019-01-15,3,0,6,0,2
2019-01-16,3,0,6,0,2
2019-01-17,3,0,6,0,2
2019-01-18,3,0,6,0,2
2019-01-19,3,0,6,0,2
2019-01-20,4,0,5,0,3
2019-01-21,4,0,5,0,3
2019-01-22,4,0,5,0,3
2019-01-23,4,0,5,0,3
2019-01-24,4,0,5,0,3
2019-01-25,4,0,5,0,3
2019-01-26,4,0,5,0,3
2019-01-27,3,0,3,0,2
2019-01-28,3,0,3,0,2
2019-01-29,3,0,3,0,2
2019-01-30,3,0,3,0,2
2019-01-31,3,0,3,0,2
2019-02-01,3,0,3,0,2
2019-02-02,3,0,3,0,2
2019-02-03,3,3,5,0,2
2019-02-04,3,3,5,0,2
2019-02-05,3,3,5,0,2
2019-02-06,3,3,5,0,2
2019-02-07,3,3,5,0,2
2019-02-08,3,3,5,0,2
2019-02-09,3,3,5,0,2
2019-02-10,3,0,4,0,1
2019-02-11,3,0,4,0,1
2019-02-12,3,0,4,0,1
2019-02-13,3,0,4,0,1
2019-02-14,3,0,4,0,1
2019-02-15,3,0,4,0,1
2019-02-16,3,0,4,0,1
2019-02-17,2,0,4,57,1
2019-02-18,2,0,4,57,1
2019-02-19,2,0,4,57,1
2019-02-20,2,0,4,57,1
2019-02-21,2,0,4,57,1
2019-02-22,2,0,4,57,1
2019-02-23,2,0,4,57,1
2019-02-24,2,0,3,0,1
2019-02-25,2,0,3,0,1
2019-02-26,2,0,3,0,1
2019-02-27,2,0,3,0,1
2019-02-28,2,0,3,0,1
2019-03-01,2,0,3,0,1
2019-03-02,2,0,3,0,1
2019-03-03,1,0,4,0,1
2019-03-04,1,0,4,0,1
2019-03-05,1,0,4,0,1
2019-03-06,1,0,4,0,1
2019-03-07,1,0,4,0,1
2019-03-08,1,0,4,0,1
2019-03-09,1,0,4,0,1
2019-03-10,2,0,3,0,1
2019-03-11,2,0,3,0,1
2019-03-12,2,0,3,0,1
2019-03-13,2,0,3,0,1
2019-03-14,2,0,3,0,1
2019-03-15,2,0,3,0,1
2019-03-16,2,0,3,0,1
2019-03-17,1,0,4,0,1
2019-03-18,1,0,4,0,1
2019-03-19,1,0,4,0,1
2019-03-20,1,0,4,0,1
2019-03-21,1,0,4,0,1
2019-03-22,1,0,4,0,1
2019-03-23,1,0,4,0,1
2019-03-24,1,0,4,0,0
2019-03-25,1,0,4,0,0
2019-03-26,1,0,4,0,0
2019-03-27,1,0,4,0,0
2019-03-28,1,0,4,0,0
2019-03-29,1,0,4,0,0
2019-03-30,1,0,4,0,0
2019-03-31,2,0,4,0,0
2019-04-01,2,0,4,0,0
2019-04-02,2,0,4,0,0
2019-04-03,2,0,4,0,0
2019-04-04,2,0,4,0,0
2019-04-05,2,0,4,0,0
2019-04-06,2,0,4,0,0
2019-04-07,1,0,4,0,0
2019-04-08,1,0,4,0,0
2019-04-09,1,0,4,0,0
2019-04-10,1,0,4,0,0
2019-04-11,1,0,4,0,0
2019-04-12,1,0,4,0,0
2019-04-13,1,0,4,0,0
2019-04-14,2,0,4,0,0
2019-04-15,2,0,4,0,0
2019-04-16,2,0,4,0,0
2019-04-17,2,0,4,0,0
2019-04-18,2,0,4,0,0
2019-04-19,2,0,4,0,0
2019-04-20,2,0,4,0,0
2019-04-21,1,0,4,73,0
2019-04-22,1,0,4,73,0
2019-04-23,1,0,4,73,0
2019-04-24,1,0,4,73,0
2019-04-25,1,0,4,73,0
2019-04-26,1,0,4,73,0
2019-04-27,1,0,4,73,0
2019-04-28,2,0,4,59,0
2019-04-29,2,0,4,59,0
2019-04-30,2,0,4,59,0
2019-05-01,2,0,4,59,0
2019-05-02,2,0,4,59,0
2019-05-03,2,0,4,59,0
2019-05-04,2,0,4,59,0
2019-05-05,1,0,3,0,1
2019-05-06,1,0,3,0,1
2019-05-07,1,0,3,0,1
2019-05-08,1,0,3,0,1
2019-05-09,1,0,3,0,1
2019-05-10,1,0,3,0,1
2019-05-11,1,0,3,0,1
2019-05-12,2,0,4,0,1
2019-05-13,2,0,4,0,1
2019-05-14,2,0,4,0,1
2019-05-15,2,0,4,0,1
2019-05-16,2,0,4,0,1
2019-05-17,2,0,4,0,1
2019-05-18,2,0,4,0,1
2019-05-19,2,0,4,0,0
2019-05-20,2,0,4,0,0
2019-05-21,2,0,4,0,0
2019-05-22,2,0,4,0,0
2019-05-23,2,0,4,0,0
2019-05-24,2,0,4,0,0
2019-05-25,2,0,4,0,0
2019-05-26,1,0,3,45,1
2019-05-27,1,0,3,45,1
2019-05-28,1,0,3,45,1
2019-05-29,1,0,3,45,1
2019-05-30,1,0,3,45,1
2019-05-31,1,0,3,45,1
2019-06-01,1,0,3,45,1
2019-06-02,2,0,4,0,0
2019-06-03,2,0,4,0,0
2019-06-04,2,0,4,0,0
2019-06-05,2,0,4,0,0
2019-06-06,2,0,4,0,0
2019-06-07,2,0,4,0,0
2019-06-08,2,0,4,0,0
2019-06-09,3,0,3,0,0
2019-06-10,3,0,3,0,0
2019-06-11,3,0,3,0,0
2019-06-12,3,0,3,0,0
2019-06-13,3,0,3,0,0
2019-06-14,3,0,3,0,0
2019-06-15,3,0,3,0,0
2019-06-16,3,0,4,0,0
2019-06-17,3,0,4,0,0
2019-06-18,3,0,4,0,0
2019-06-19,3,0,4,0,0
2019-06-20,3,0,4,0,0
2019-06-21,3,0,4,0,0
2019-06-22,3,0,4,0,0
2019-06-23,3,0,4,41,0
2019-06-24,3,0,4,41,0
2019-06-25,3,0,4,41,0
2019-06-26,3,0,4,41,0
2019-06-27,3,0,4,41,0
2019-06-28,3,0,4,41,0
2019-06-29,3,0,4,41,0
2019-06-30,2,0,4,0,0
2019-07-01,2,0,4,0,0
2019-07-02,2,0,4,0,0
2019-07-03,2,0,4,0,0
2019-07-04,2,0,4,0,0
2019-07-05,2,0,4,0,0
2019-07-06,2,0,4,0,0
2019-07-07,2,0,3,0,0
2019-07-08,2,0,3,0,0
2019-07-09,2,0,3,0,0
2019-07-10,2,0,3,0,0
2019-07-11,2,0,3,0,0
2019-07-12,2,0,3,0,0
2019-07-13,2,0,3,0,0
2019-07-14,1,0,4,0,0
2019-07-15,1,0,4,0,0
2019-07-16,1,0,4,0,0
2019-07-17,1,0,4,0,0
2019-07-18,1,0,4,0,0
2019-07-19,1,0,4,0,0
2019-07-20,1,0,4,0,0
2019-07-21,1,0,3,0,0
2019-07-22,1,0,3,0,0
2019-07-23,1,0,3,0,0
2019-07-24,1,0,3,0,0
2019-07-25,1,0,3,0,0
2019-07-26,1,0,3,0,0
2019-07-27,1,0,3,0,0
2019-07-28,2,0,4,49,1
2019-07-29,2,0,4,49,1
2019-07-30,2,0,4,49,1
2019-07-31,2,0,4,49,1
2019-08-01,2,0,4,49,1
2019-08-02,2,0,4,49,1
2019-08-03,2,0,4,49,1
2019-08-04,1,0,3,100,0
2019-08-05,1,0,3,100,0
2019-08-06,1,0,3,100,0
2019-08-07,1,0,3,100,0
2019-08-08,1,0,3,100,0
2019-08-09,1,0,3,100,0
2019-08-10,1,0,3,100,0
2019-08-11,0,0,3,75,0
2019-08-12,0,0,3,75,0
2019-08-13,0,0,3,75,0
2019-08-14,0,0,3,75,0
2019-08-15,0,0,3,75,0
2019-08-16,0,0,3,75,0
2019-08-17,0,0,3,75,0
2019-08-18,1,5,3,87,1
2019-08-19,1,5,3,87,1
2019-08-20,1,5,3,87,1
2019-08-21,1,5,3,87,1
2019-08-22,1,5,3,87,1
2019-08-23,1,5,3,87,1
2019-08-24,1,5,3,87,1
2019-08-25,2,0,4,59,0
2019-08-26,2,0,4,59,0
2019-08-27,2,0,4,59,0
2019-08-28,2,0,4,59,0
2019-08-29,2,0,4,59,0
2019-08-30,2,0,4,59,0
2019-08-31,2,0,4,59,0
2019-09-01,1,0,3,50,1
2019-09-02,1,0,3,50,1
2019-09-03,1,0,3,50,1
2019-09-04,1,0,3,50,1
2019-09-05,1,0,3,50,1
2019-09-06,1,0,3,50,1
2019-09-07,1,0,3,50,1
2019-09-08,2,0,3,41,0
2019-09-09,2,0,3,41,0
2019-09-10,2,0,3,41,0
2019-09-11,2,0,3,41,0
2019-09-12,2,0,3,41,0
2019-09-13,2,0,3,41,0
2019-09-14,2,0,3,41,0
2019-09-15,2,0,3,0,0
2019-09-16,2,0,3,0,0
2019-09-17,2,0,3,0,0
2019-09-18,2,0,3,0,0
2019-09-19,2,0,3,0,0
2019-09-20,2,0,3,0,0
2019-09-21,2,0,3,0,0
2019-09-22,2,0,4,62,0
2019-09-23,2,0,4,62,0
2019-09-24,2,0,4,62,0
2019-09-25,2,0,4,62,0
2019-09-26,2,0,4,62,0
2019-09-27,2,0,4,62,0
2019-09-28,2,0,4,62,0
2019-09-29,1,0,4,51,1
2019-09-30,1,0,4,51,1
2019-10-01,1,0,4,51,1
2019-10-02,1,0,4,51,1
2019-10-03,1,0,4,51,1
2019-10-04,1,0,4,51,1
2019-10-05,1,0,4,51,1
2019-10-06,3,0,5,66,1
2019-10-07,3,0,5,66,1
2019-10-08,3,0,5,66,1
2019-10-09,3,0,5,66,1
2019-10-10,3,0,5,66,1
2019-10-11,3,0,5,66,1
2019-10-12,3,0,5,66,1
2019-10-13,7,4,12,45,3
2019-10-14,7,4,12,45,3
2019-10-15,7,4,12,45,3
2019-10-16,7,4,12,45,3
2019-10-17,7,4,12,45,3
2019-10-18,7,4,12,45,3
2019-10-19,7,4,12,45,3
2019-10-20,7,3,15,0,4
2019-10-21,7,3,15,0,4
2019-10-22,7,3,15,0,4
2019-10-23,7,3,15,0,4
2019-10-24,7,3,15,0,4
2019-10-25,7,3,15,0,4
2019-10-26,7,3,15,0,4
2019-10-27,77,71,82,56,39
2019-10-28,77,71,82,56,39
2019-10-29,77,71,82,56,39
2019-10-30,77,71,82,56,39
2019-10-31,77,71,82,56,39
2019-11-01,77,71,82,56,39
2019-11-02,77,71,82,56,39
2019-11-03,100,100,100,49,100
2019-11-04,100,100,100,49,100
2019-11-05,100,100,100,49,100
2019-11-06,100,100,100,49,100
2019-11-07,100,100,100,49,100
2019-11-08,100,100,100,49,100
2019-11-09,100,100,100,49,100
2019-11-10,47,25,52,44,52
2019-11-11,47,25,52,44,52
2019-11-12,47,25,52,44,52
2019-11-13,47,25,52,44,52
2019-11-14,47,25,52,44,52
2019-11-15,47,25,52,44,52
2019-11-16,47,25,52,44,52
2019-11-17,23,9,25,48,35
2019-11-18,23,9,25,48,35
2019-11-19,23,9,25,48,35
2019-11-20,23,9,25,48,35
2019-11-21,23,9,25,48,35
2019-11-22,23,9,25,48,35
2019-11-23,23,9,25,48,35
2019-11-24,15,0,15,0,23
2019-11-25,15,0,15,0,23
2019-11-26,15,0,15,0,23
2019-11-27,15,0,15,0,23
2019-11-28,15,0,15,0,23
2019-11-29,15,0,15,0,23
2019-11-30,15,0,15,0,23
2019-12-01,10,0,9,50,14
2019-12-02,10,0,9,50,14
2019-12-03,10,0,9,50,14
2019-12-04,10,0,9,50,14
2019-12-05,10,0,9,50,14
2019-12-06,10,0,9,50,14
2019-12-07,10,0,9,50,14
2019-12-08,9,0,7,0,17
2019-12-09,9,0,7,0,17
2019-12-10,9,0,7,0,17
2019-12-11,9,0,7,0,17
2019-12-12,9,0,7,0,17
2019-12-13,9,0,7,0,17
2019-12-14,9,0,7,0,17
2019-12-15,5,0,6,0,8
2019-12-16,5,0,6,0,8
2019-12-17,5,0,6,0,8
2019-12-18,5,0,6,0,8
2019-12-19,5,0,6,0,8
2019-12-20,5,0,6,0,8
2019-12-21,5,0,6,0,8
2019-12-22,4,0,6,0,5
2019-12-23,4,0,6,0,5
2019-12-24,4,0,6,0,5
2019-12-25,4,0,6,0,5
2019-12-26,4,0,6,0,5
2019-12-27,4,0,6,0,5
2019-12-28,4,0,6,0,5
2019-12-29,6,0,11,0,7
2019-12-30,6,0,11,0,7
2019-12-31,6,0,11,0,7
2020-01-01,6,0,11,0,7
2020-01-02,6,0,11,0,7
2020-01-03,6,0,11,0,7
2020-01-04,6,0,11,0,7
2020-01-05,14,0,9,0,15
2020-01-06,14,0,9,0,15
2020-01-07,14,0,9,0,15
2020-01-08,14,0,9,0,15
2020-01-09,14,0,9,0,15
2020-01-10,14,0,9,0,15
2020-01-11,14,0,9,0,15
2020-01-12,15,0,7,0,10
2020-01-13,15,0,7,0,10
2020-01-14,15,0,7,0,10
2020-01-15,15,0,7,0,10
2020-01-16,15,0,7,0,10
2020-01-17,15,0,7,0,10
2020-01-18,15,0,7,0,10
2020-01-19,14,1,5,0,10
2020-01-20,14,1,5,0,10
2020-01-21,14,1,5,0,10
2020-01-22,14,1,5,0,10
2020-01-23,14,1,5,0,10
2020-01-24,14,1,5,0,10
2020-01-25,14,1,5,0,10
2020-01-26,12,9,6,19,7
2020-01-27,12,9,6,19,7
2020-01-28,12,9,6,19,7
2020-01-29,12,9,6,19,7
2020-01-30,12,9,6,19,7
2020-01-31,12,9,6,19,7
2020-02-01,12,9,6,19,7
2020-02-02,7,7,5,0,5
2020-02-03,7,7,5,0,5
2020-02-04,7,7,5,0,5
2020-02-05,7,7,5,0,5
2020-02-06,7,7,5,0,5
2020-02-07,7,7,5,0,5
2020-02-08,7,7,5,0,5
2020-02-09,9,6,5,16,6
2020-02-10,9,6,5,16,6
2020-02-11,9,6,5,16,6
2020-02-12,9,6,5,16,6
2020-02-13,9,6,5,16,6
2020-02-14,9,6,5,16,6
2020-02-15,9,6,5,16,6
2020-02-16,9,4,4,0,6
2020-02-17,9,4,4,0,6
2020-02-18,9,4,4,0,6
2020-02-19,9,4,4,0,6
2020-02-20,9,4,4,0,6
2020-02-21,9,4,4,0,6
2020-02-22,9,4,4,0,6
2020-02-23,13,4,4,0,5
2020-02-24,13,4,4,0,5
2020-02-25,13,4,4,0,5
2020-02-26,13,4,4,0,5
2020-02-27,13,4,4,0,5
2020-02-28,13,4,4,0,5
2020-02-29,13,4,4,0,5
2020-03-01,10,100,8,14,6
2020-03-02,10,100,8,14,6
2020-03-03,10,100,8,14,6
2020-03-04,10,100,8,14,6
2020-03-05,10,100,8,14,6
2020-03-06,10,100,8,14,6
2020-03-07,10,100,8,14,6
2020-03-08,9,34,5,28,4
2020-03-09,9,34,5,28,4
2020-03-10,9,34,5,28,4
2020-03-11,9,34,5,28,4
2020-03-12,9,34,5,28,4
2020-03-13,9,34,5,28,4
2020-03-14,9,34,5,28,4
2020-03-15,11,43,6,41,7
2020-03-16,11,43,6,41,7
2020-03-17,11,43,6,41,7
2020-03-18,11,43,6,41,7
2020-03-19,11,43,6,41,7
2020-03-20,11,43,6,41,7
2020-03-21,11,43,6,41,7
2020-03-22,96,23,4,72,87
2020-03-23,96,23,4,72,87
2020-03-24,96,23,4,72,87
2020-03-25,96,23,4,72,87
2020-03-26,96,23,4,72,87
2020-03-27,96,23,4,72,87
2020-03-28,96,23,4,72,87
2020-03-29,65,18,3,54,53
2020-03-30,65,18,3,54,53
2020-03-31,65,18,3,54,53
2020-04-01,65,18,3,54,53
2020-04-02,65,18,3,54,53
2020-04-03,65,18,3,54,53
2020-04-04,65,18,3,54,53
2020-04-05,47,21,3,41,29
2020-04-06,47,21,3,41,29
2020-04-07,47,21,3,41,29
2020-04-08,47,21,3,41,29
2020-04-09,47,21,3,41,29
2020-04-10,47,21,3,41,29
2020-04-11,47,21,3,41,29
2020-04-12,20,15,3,37,16
2020-04-13,20,15,3,37,16
2020-04-14,20,15,3,37,16
2020-04-15,20,15,3,37,16
2020-04-16,20,15,3,37,16
2020-04-17,20,15,3,37,16
2020-04-18,20,15,3,37,16
2020-04-19,20,19,2,37,13
2020-04-20,20,19,2,37,13
2020-04-21,20,19,2,37,13
2020-04-22,20,19,2,37,13
2020-04-23,20,19,2,37,13
2020-04-24,20,19,2,37,13
2020-04-25,20,19,2,37,13
2020-04-26,15,17,2,65,13
2020-04-27,15,17,2,65,13
2020-04-28,15,17,2,65,13
2020-04-29,15,17,2,65,13
2020-04-30,15,17,2,65,13
2020-05-01,15,17,2,65,13
2020-05-02,15,17,2,65,13
2020-05-03,9,20,3,46,9
2020-05-04,9,20,3,46,9
2020-05-05,9,20,3,46,9
2020-05-06,9,20,3,46,9
2020-05-07,9,20,3,46,9
2020-05-08,9,20,3,46,9
2020-05-09,9,20,3,46,9
2020-05-10,10,32,4,47,8
2020-05-11,10,32,4,47,8
2020-05-12,10,32,4,47,8
2020-05-13,10,32,4,47,8
2020-05-14,10,32,4,47,8
2020-05-15,10,32,4,47,8
2020-05-16,10,32,4,47,8
2020-05-17,7,32,5,42,6
2020-05-18,7,32,5,42,6
2020-05-19,7,32,5,42,6
2020-05-20,7,32,5,42,6
2020-05-21,7,32,5,42,6
2020-05-22,7,32,5,42,6
2020-05-23,7,32,5,42,6
2020-05-24,6,29,4,62,5
2020-05-25,6,29,4,62,5
2020-05-26,6,29,4,62,5
2020-05-27,6,29,4,62,5
2020-05-28,6,29,4,62,5
2020-05-29,6,29,4,62,5
2020-05-30,6,29,4,62,5
2020-05-31,7,27,4,53,4
2020-06-01,7,27,4,53,4
2020-06-02,7,27,4,53,4
2020-06-03,7,27,4,53,4
2020-06-04,7,27,4,53,4
2020-06-05,7,27,4,53,4
2020-06-06,7,27,4,53,4
2020-06-07,9,28,5,100,3
2020-06-08,9,28,5,100,3
2020-06-09,9,28,5,100,3
2020-06-10,9,28,5,100,3
2020-06-11,9,28,5,100,3
2020-06-12,9,28,5,100,3
2020-06-13,9,28,5,100,3
2020-06-14,7,23,4,73,2
2020-06-15,7,23,4,73,2
2020-06-16,7,23,4,73,2
2020-06-17,7,23,4,73,2
2020-06-18,7,23,4,73,2
2020-06-19,7,23,4,73,2
2020-06-20,7,23,4,73,2
2020-06-21,8,16,4,53,3
2020-06-22,8,16,4,53,3
2020-06-23,8,16,4,53,3
2020-06-24,8,16,4,53,3
2020-06-25,8,16,4,53,3
2020-06-26,8,16,4,53,3
2020-06-27,8,16,4,53,3
2020-06-28,6,15,5,66,3
2020-06-29,6,15,5,66,3
2020-06-30,6,15,5,66,3
2020-07-01,6,15,5,66,3
2020-07-02,6,15,5,66,3
2020-07-03,6,15,5,66,3
2020-07-04,6,15,5,66,3
2020-07-05,0,15,4,59,2
2020-07-06,0,15,4,59,2
2020-07-07,0,15,4,59,2
2020-07-08,0,15,4,59,2
2020-07-09,0,15,4,59,2
2020-07-10,0,15,4,59,2
2020-07-11,0,15,4,59,2
2020-07-12,7,11,3,45,1
2020-07-13,7,11,3,45,1
2020-07-14,7,11,3,45,1
2020-07-15,7,11,3,45,1
2020-07-16,7,11,3,45,1
2020-07-17,7,11,3,45,1
2020-07-18,7,11,3,45,1
2020-07-19,0,23,4,38,3
2020-07-20,0,23,4,38,3
2020-07-21,0,23,4,38,3
2020-07-22,0,23,4,38,3
2020-07-23,0,23,4,38,3
2020-07-24,0,23,4,38,3
